prov,poblacionjoven,sabeleer,noTieneRel,agua,alumbrado,etniticidad,gas,sis,acsedu,electores,votoscas,porcentaje
PAUCAR DEL SARA SARA,0.132063690290353,0.816838380684775,0.0239645741078406,0.933076384022425,0.867117117117117,0.651211252930451,0.46954695469547,0.703403059631595,0.298769197255201,6659,3051,0.7299
PAUCARTAMBO,0.168148880105402,0.692476002258611,0.0168539325842697,0.881203183520599,0.694943725852511,0.933875758749839,0.285702560735391,0.851190476190476,0.382601520304061,34593,23356,0.9248
PICOTA,0.167246269577013,0.801479837217906,0.0815443445592379,0.662385321100917,0.845496820726962,0.111599355964041,0.546094106898127,0.748403009002343,0.322486682236859,32215,12310,0.5403
PISCO,0.197593270710609,0.855390595977286,0.0384571930159999,0.700660048003491,0.911128245945677,0.202419544075854,0.734527572883737,0.340385023616197,0.340278657378087,113273,42172,0.4897
PIURA,0.203233744640764,0.832226352116359,0.0168816996195925,0.784373351739586,0.87659045546209,0.103084081598134,0.718033409818336,0.418188687648642,0.346036409991259,580987,150475,0.3576
POMABAMBA,0.137936597563927,0.674477696216827,0.00392494220119361,0.83226997985225,0.672667050691244,0.749072530781225,0.147131485039802,0.833427442123094,0.379611939031121,18893,9061,0.7819
PUERTO INCA,0.181756715225275,0.77998033069027,0.0742173760112557,0.853680430879713,0.449203985797732,0.226609215617306,0.45825395046509,0.646106091339357,0.315845047185376,26435,9290,0.6161
PUNO,0.203982796796268,0.84142618932636,0.0374320844849543,0.83091467320478,0.773810027501587,0.855360112112736,0.638132244640771,0.43238539550056,0.349770843722543,182477,121889,0.8517
PURUS,0.170979020979021,0.688461538461539,0.0403309203722854,1,0.415812591508053,0.682523267838676,0.168604651162791,0.756643356643357,0.415165165165165,3041,369,0.2593
PUTUMAYO,0.201028277634961,0.759125964010283,0.0320955402127263,0.268817204301075,0.438751472320377,0.439261056167195,0.247679814385151,0.797557840616967,0.382426429761244,6903,825,0.3408
QUISPICANCHI,0.186000228754432,0.740615349422395,0.0143270465551653,0.8772,0.788218317630082,0.866368573329414,0.450350159899607,0.761832323001258,0.375764326968483,69572,45833,0.898
RECUAY,0.1590340413151,0.809892347977888,0.0120087336244541,0.875838926174497,0.796616837136113,0.637117903930131,0.338926793287848,0.708350305498982,0.3027198438834,16039,7790,0.7329
REQUENA,0.14710054519663,0.766043991728051,0.0269138129647084,0.72356549981956,0.703449983492902,0.0790135092679862,0.220603621730382,0.792808189913008,0.426056598197133,46054,8780,0.3571
RIOJA,0.187451037994516,0.789438895417156,0.149672392816082,0.879111398684352,0.859335358787233,0.080043308888368,0.638264797325043,0.693603930016974,0.345469712637186,99156,40384,0.6094
RODRIGUEZ DE MENDOZA,0.151176745116341,0.803220214680979,0.0519147430795083,0.865879186602871,0.77437106918239,0.0502785884850093,0.412412739965096,0.693879591972798,0.305897670490534,22886,7967,0.592
SAN ANTONIO DE PUTINA,0.237670644920112,0.830088887658184,0.0114623837700761,0.819840131174421,0.699878197320341,0.876348267117498,0.541067358327438,0.509373355855232,0.256394728494391,22609,17280,0.9325
SAN IGNACIO,0.174054509263513,0.76901699586587,0.0293491099299755,0.841808510638298,0.744556160426619,0.081888551421581,0.36559428540738,0.813589036900934,0.357327944459836,103195,53076,0.7889
SAN MARCOS,0.160343429723718,0.738768891753113,0.0159886108525434,0.846441947565543,0.790112452002194,0.114986584898429,0.32408651262762,0.811446271542316,0.312961497890295,39727,17596,0.7361
SAN MARTIN,0.215360314870919,0.857769491700976,0.0749112065309584,0.908578132755742,0.944692220737848,0.105942536047498,0.792930051035725,0.511779176053238,0.337881574710323,146743,49503,0.4665
SAN MIGUEL,0.134635015094586,0.794040353582521,0.0394418301009167,0.915545795589715,0.763506355932203,0.114843728749014,0.224389295665133,0.829246573854875,0.275473583791396,39653,18354,0.7108
SAN PABLO,0.155293337124443,0.750308027675102,0.063389872477405,0.859760802469136,0.720037453183521,0.148322396929553,0.21807375800061,0.849729883423372,0.317046362909672,18527,9781,0.7904
SAN ROMAN,0.236512619666447,0.855609806874701,0.0331224722596702,0.886989675705779,0.906687383153959,0.87816239759411,0.857235885302481,0.309576243343732,0.368370084452292,220844,151974,0.8355
SANCHEZ CARRION,0.18613621412001,0.699684913957273,0.0221205486445887,0.665692665018356,0.718067850662561,0.073273703743704,0.326406213831949,0.795623420241681,0.356240397380629,110055,33875,0.5092
SANDIA,0.20040597532616,0.808698908202278,0.0376762215144557,0.779471032745592,0.523346203346203,0.93378268276424,0.369585757620966,0.695045524417642,0.271031319725642,41947,27808,0.8947
SANTA,0.194524181575789,0.865284403417109,0.0859602652824174,0.905602154756476,0.90852796834451,0.139253093376298,0.897842086574777,0.397157457314821,0.326011207139434,356727,119916,0.4886
SANTA CRUZ,0.138305887417931,0.784980088257453,0.0508962759648945,0.806031933767002,0.798224589436307,0.0648571719020027,0.24737656975744,0.782343127758045,0.302228490832158,32122,13949,0.718
SANTIAGO DE CHUCO,0.167498428167243,0.780414963847847,0.0375299441043386,0.691443903408526,0.749615074418946,0.0824327921213734,0.180128115861301,0.748270983967306,0.338028758607698,39189,13560,0.5626
SATIPO,0.203181606490673,0.772517587077481,0.0865036200263909,0.880366698469324,0.626442374530794,0.546571622065056,0.341007386994297,0.680099026889232,0.363437800789059,128701,46149,0.5561
SECHURA,0.195700771688748,0.812862321128611,0.0190486459288012,0.261001134787543,0.83229782290246,0.0906248315273061,0.724028354925446,0.521161448400419,0.372341005781608,53845,16243,0.3931
SIHUAS,0.139631456008305,0.724444774016536,0.00745163837347019,0.869028274293143,0.778141790066833,0.436439005132254,0.156825396825397,0.860553928293352,0.356470218943734,21668,9602,0.7363
SUCRE,0.117946003176284,0.786024351508735,0.0148265819433413,0.874340021119324,0.802030456852792,0.913688112258406,0.359906213364596,0.775436739015352,0.32272276682454,7708,3425,0.7669
SULLANA,0.190554624438922,0.840872167318448,0.0203836980192886,0.590903303838564,0.902978247611303,0.119390231255833,0.737156897998322,0.509163471973389,0.328190823951043,243023,50265,0.2832
TACNA,0.21149420785147,0.882165927347624,0.0660146111698549,0.924716422223828,0.873826310689344,0.417900285174149,0.886827535343672,0.307723191116421,0.330450575699648,262229,141357,0.7157
TAHUAMANU,0.19733864397574,0.834887299719381,0.0534259702922856,0.799588900308325,0.825386165211551,0.194896981312889,0.6875,0.506834434688151,0.290802611367127,7981,3328,0.6451
TALARA,0.183329864724246,0.868955948664586,0.0256371100311706,0.263272571042779,0.911963265640801,0.119292509184984,0.868059000130531,0.3576205341658,0.314730461866916,107029,32122,0.4371
TAMBOPATA,0.222634874499883,0.840805927839676,0.0758632257446146,0.950433804627249,0.869593348646113,0.404787578175545,0.782770962709168,0.475142185621759,0.361688558918713,96119,48146,0.7067
TARATA,0.182638660978011,0.859698063669183,0.0487247811191473,0.860126582278481,0.7082239720035,0.474685953559193,0.256795131845842,0.639973744666886,0.227981029810298,6308,3989,0.8553
TARMA,0.177832347360196,0.838787811139636,0.016548463356974,0.880911625177288,0.910168134507606,0.270664596360177,0.759916873268193,0.526688246456078,0.294671838198245,73433,26099,0.5146
TAYACAJA,0.172770045330025,0.751679913516701,0.00708190445809076,0.859672264217949,0.816578773895847,0.789696148018183,0.26757906566062,0.8557669864747,0.343244956846913,72692,39343,0.8422
TOCACHE,0.194382799665677,0.811251693229962,0.136349734296747,0.81947977352917,0.832983425414365,0.139714034484077,0.632870808367497,0.604951436723636,0.308755478855816,56829,25301,0.6652
TRUJILLO,0.216680961963514,0.868991851680797,0.077491281437653,0.845369796098907,0.947966413014957,0.110631530828034,0.912754064431579,0.315594794312671,0.33660461099535,790766,189118,0.3363
TUMBES,0.188059008014868,0.854332029787948,0.0339268507268842,0.688926860696378,0.912192541655647,0.130663203318111,0.891542102931232,0.565719337644068,0.351055133986349,117309,31485,0.3703
UCAYALI,0.150410893716712,0.788330252393067,0.0475559603654329,0.636664074650078,0.57694881231181,0.12881234302117,0.311039815728858,0.738821677617732,0.435724271003564,44525,13163,0.5757
URUBAMBA,0.20525527255964,0.808739030935643,0.0223513727450735,0.821433581147426,0.854494962541979,0.828292296796234,0.554849255357792,0.531701213388432,0.330676462434156,54574,35261,0.8656
UTCUBAMBA,0.183266969422867,0.785195408301239,0.0612310428296201,0.563438256658596,0.80770122173294,0.0814108580743961,0.510364092308669,0.752203064240887,0.339047656666601,86231,36540,0.6553
VICTOR FAJARDO,0.137351434680989,0.751305385648217,0.0104592152494121,0.85963545723633,0.78369384359401,0.895902958286917,0.347348433473484,0.757919339599185,0.293785603314345,16777,8745,0.9002
VILCAS HUAMAN,0.129826226202479,0.729612715734535,0.016205067766647,0.806340718105424,0.763419807472671,0.937389510901591,0.247649918962723,0.852203309412253,0.288175508180466,15873,8199,0.8518
VIRU,0.224881937524371,0.799261297170833,0.123228061894296,0.639586328945913,0.859957937088515,0.168689982741581,0.720302659202239,0.335470733503748,0.311824594322249,68712,27807,0.5624
YAROWILCA,0.146755792330502,0.74398150474946,0.0031440361564158,0.867239467849224,0.538329161451815,0.896901814370865,0.0973302822273074,0.90631753530683,0.378033340367166,24572,12590,0.9078
YAULI,0.189601386481802,0.891136419905917,0.0257105826325466,0.884213890072433,0.893862392494136,0.228953793290533,0.854589917231001,0.210472889329042,0.282572217776286,29839,12994,0.6745
YAUYOS,0.142159018716708,0.875335972242584,0.0199300077110149,0.898175031107424,0.856420175569112,0.228186725191293,0.386754002911208,0.577921125934614,0.254192633125602,21280,7645,0.5928
YUNGAY,0.176058692787317,0.715387187506147,0.00719023748037875,0.92997955010225,0.799061493206331,0.611651222846727,0.322711042242134,0.786904270175646,0.316543485911848,43850,19705,0.6795
YUNGUYO,0.160643222610249,0.768943393161699,0.0155078500480615,0.801131493228185,0.813854351687389,0.919577058635053,0.533314767109935,0.524567530252579,0.241810284433235,30608,19071,0.9189
ZARUMILLA,0.198018180329211,0.824052084186389,0.0499303038751046,0.566055130450816,0.871931618936295,0.153889043769166,0.869443447037702,0.657644746540005,0.346970923490931,35121,6820,0.2735
